concept,alias,note
EPS,กำไร (ขาดทุน) ต่อหุ้นขั้นพื้นฐาน ส่วนที่เป็นของบริษัทใหญ่,v6
EPS,กำไรต่อหุ้นขั้นพื้นฐาน ส่วนที่เป็นของบริษัทใหญ่,v6
EPS,กำไร (ขาดทุน) ต่อหุ้นขั้นพื้นฐาน ส่วนของผู้เป็นเจ้าของของบริษัท,v6
EPS,กำไรต่อหุ้นขั้นพื้นฐาน ส่วนของผู้เป็นเจ้าของของบริษัท,v6
EPS,กำไร (ขาดทุน) ต่อหุ้นขั้นพื้นฐาน ส่วนที่เป็นของผู้เป็นเจ้าของของบริษัทใหญ่,v6
EPS,กำไรต่อหุ้นขั้นพื้นฐาน ส่วนที่เป็นของผู้เป็นเจ้าของของบริษัทใหญ่,v6
FX_GAIN_FIN_ASSETS,กำไร (ขาดทุน) จากอัตราแลกเปลี่ยนของสินทรัพย์ทางการเงิน,v6 BBIK แยกจากกำไรอัตราแลกเปลี่ยนปกติ
OCI_FX_TRANSLATION,ผลต่างของอัตราแลกเปลี่ยนจากการแปลงค่างบการเงินที่เป็นเงินตราต่างประเทศ,v6 GABLE
OCI_NON_RECLASSIFIABLE_TOTAL,รวมรายการที่อาจไม่ถูกจัดประเภทใหม่ไว้ในกำไรหรือขาดทุนในภายหลัง,v6 AIS
OCI_RECLASSIFIABLE_TOTAL,รวมรายการที่จะถูกจัดประเภทใหม่ไว้ในกำไรหรือขาดทุนในภายหลัง,v6 AIS
EPS,กำไร (ขาดทุน) ต่อหุ้นขั้นพื้นฐาน กำไร (ขาดทุน) ส่วนที่เป็นของผู้ถือหุ้นของบริษัทฯ,v6 GABLE
EPS,กำไรต่อหุ้นขั้นพื้นฐาน กำไรส่วนที่เป็นของผู้ถือหุ้นของบริษัทฯ,v6
REVENUE_LICENSE,รายได้จากการให้ใช้ใบอนุญาตการใช้ โปรแกรมคอมพิวเตอร์,v6 IIG ชื่อถูกตัด 2 บรรทัด
REVENUE_LICENSE,โปรแกรมคอมพิวเตอร์,v6 IIG (ground truth เก็บชื่อท่อนท้าย)
COGS_SERVICE,ต้นทุนจากการให้บริการ,v6 IIG
GAIN_ON_SALE_INVESTMENT,กำไรจากการขายเงินลงทุนในบริษัทร่วม,v6 MFEC
FV_LOSS_DERIVATIVES,ผลขาดทุน (กำไร) จากการวัดมูลค่ายุติธรรมของตราสารอนุพันธ์,v6 MFEC
TCI_ATTRIB_PARENT,การแบ่งปันกำไร (ขาดทุน) เบ็ดเสร็จรวม ส่วนของผู้เป็นเจ้าของของบริษัท,v6 IIG สำนวน section ต่าง
TCI_ATTRIB_NCI,การแบ่งปันกำไร (ขาดทุน) เบ็ดเสร็จรวม ส่วนได้เสียที่ไม่มีอำนาจควบคุม,v6
TCI_ATTRIB_PARENT,การแบ่งปันกำไร (ขาดทุน) เบ็ดเสร็จรวม ส่วนที่เป็นของผู้ถือหุ้นของบริษัทฯ,v6
NET_PROFIT,ขาดทุนสำหรับงวด,v6 IIG
TOTAL_COMPREHENSIVE_INCOME,ขาดทุนเบ็ดเสร็จรวมสำหรับงวด,v6 IIG
OCI_TOTAL,ขาดทุนเบ็ดเสร็จอื่นสำหรับงวด,v6
CF_OPERATING,เงินสดสุทธิจาก (ใช้ไปใน) กิจกรรมดำเนินงาน,v7
CF_OPERATING,เงินสดสุทธิได้มาจาก (ใช้ไปใน) กิจกรรมดำเนินงาน,v7
CF_OPERATING,เงินสดสุทธิจากกิจกรรมดำเนินงาน,v7
CF_OPERATING,เงินสดสุทธิใช้ไปในกิจกรรมดำเนินงาน,v7
CF_INVESTING,เงินสดสุทธิจาก (ใช้ไปใน) กิจกรรมลงทุน,v7
CF_INVESTING,เงินสดสุทธิได้มาจาก (ใช้ไปใน) กิจกรรมลงทุน,v7
CF_INVESTING,เงินสดสุทธิจากกิจกรรมลงทุน,v7
CF_INVESTING,เงินสดสุทธิใช้ไปในกิจกรรมลงทุน,v7
CF_FINANCING,เงินสดสุทธิจาก (ใช้ไปใน) กิจกรรมจัดหาเงิน,v7
CF_FINANCING,เงินสดสุทธิได้มาจาก (ใช้ไปใน) กิจกรรมจัดหาเงิน,v7
CF_FINANCING,เงินสดสุทธิจากกิจกรรมจัดหาเงิน,v7
CF_FINANCING,เงินสดสุทธิใช้ไปในกิจกรรมจัดหาเงิน,v7
CASH_NET_CHANGE,เงินสดและรายการเทียบเท่าเงินสดเพิ่มขึ้น (ลดลง) สุทธิ,v7
CASH_NET_CHANGE,เงินสดและรายการเทียบเท่าเงินสดลดลงสุทธิ,v7 GABLE
CASH_NET_CHANGE,เงินสดและรายการเทียบเท่าเงินสดเพิ่มขึ้นสุทธิ,v7
CASH_NET_CHANGE,เงินสดและรายการเทียบเท่าเงินสดเพิ่มขึ้น (ลดลง),v7
CASH_FX_EFFECT,ผลกระทบจากการเปลี่ยนแปลงในอัตราแลกเปลี่ยน,v7
CASH_FX_EFFECT,ผลกระทบจากอัตราแลกเปลี่ยนต่อเงินสดและรายการเทียบเท่าเงินสด,v7
CF_TRANSLATION,ผลต่างจากการแปลงค่างบการเงินเพิ่มขึ้น (ลดลง),v7 GABLE
CASH_BEGIN,เงินสดและรายการเทียบเท่าเงินสดต้นงวด,v7
CASH_BEGIN,เงินสดและรายการเทียบเท่าเงินสด ณ วันต้นงวด,v7
CASH_END,เงินสดและรายการเทียบเท่าเงินสดปลายงวด,v7
CASH_END,เงินสดและรายการเทียบเท่าเงินสด ณ วันปลายงวด,v7
CASH_END,เงินสดและรายการเทียบเท่าเงินสดสิ้นงวด,v7
PROFIT_BEFORE_TAX,กำไรก่อนภาษี,v7
DEPRECIATION_AMORTISATION,ค่าเสื่อมราคาและค่าตัดจำหน่าย,v7
PROFIT_BEFORE_WC_CHANGE,กำไรจากการดำเนินงานก่อนการเปลี่ยนแปลงในสินทรัพย์ และหนี้สินดำเนินงาน,v7 MFEC ชื่อถูกตัด 2 บรรทัด
PROFIT_BEFORE_WC_CHANGE,กำไรจากการดำเนินงานก่อนการเปลี่ยนแปลงในสินทรัพย์และหนี้สินดำเนินงาน,v7
INTEREST_PAID,เงินสดจ่ายดอกเบี้ย,v7
INCOME_TAX_PAID,เงินสดจ่ายภาษีเงินได้,v7
CASH_END,เงินสดและรายการเทียบเท่าเงินสด ณ วันสิ้นงวด,v7 BBIK
CF_OPERATING_BEFORE_ITEMS,เงินสดใช้ไปในกิจกรรมดำเนินงาน,v7 GABLE
CF_OPERATING_BEFORE_ITEMS,เงินสดจาก (ใช้ไปใน) กิจกรรมดำเนินงาน,v7 MFEC
CF_OPERATING_BEFORE_ITEMS,เงินสดได้มาจาก (ใช้ไปใน) กิจกรรมดำเนินงาน,v7 AIS
CF_OPERATING_BEFORE_ITEMS,เงินสดจากกิจกรรมดำเนินงาน,v7
CF_OPERATING,กระแสเงินสดสุทธิได้มาจาก (ใช้ไปใน) กิจกรรมดำเนินงาน,v7 AIS
CF_OPERATING,กระแสเงินสดสุทธิจาก (ใช้ไปใน) กิจกรรมดำเนินงาน,v7
INTEREST_PAID,จ่ายต้นทุนทางการเงิน,v7 AIS
INTEREST_PAID,เงินสดจ่ายต้นทุนทางการเงิน,v7
EMPLOYEE_BENEFIT_PAID,เงินสดจ่ายประมาณการหนี้สินไม่หมุนเวียน สำหรับผลประโยชน์พนักงาน,v7 MFEC ชื่อถูกตัด 2 บรรทัด
EMPLOYEE_BENEFIT_PAID,เงินสดจ่ายประมาณการหนี้สินไม่หมุนเวียนสำหรับผลประโยชน์พนักงาน,v7
CF_OPERATING_BEFORE_ITEMS,กระแสเงินสดสุทธิได้มาจาก (ใช้ไปใน) การดำเนินงาน,v7 SAT
CF_OPERATING_BEFORE_ITEMS,เงินสดได้มาจาก (ใช้ไปใน) การดำเนินงาน,v7 TRUE
CASH_NET_CHANGE_BEFORE_FX,เงินสดและรายการเทียบเท่าเงินสดเพิ่มขึ้น (ลดลง) สุทธิ ก่อนผลกระทบของอัตราแลกเปลี่ยน,v7 BBIK ชื่อถูกตัด 2 บรรทัด
CASH_FX_EFFECT,ผลกระทบของอัตราแลกเปลี่ยนที่มีต่อเงินสดและรายการเทียบเท่าเงินสด,v7 BBIK
CASH_FX_EFFECT,ผลกระทบจากอัตราแลกเปลี่ยนในเงินสดและรายการเทียบเท่าเงินสด,v7 PTT
CASH_FX_EFFECT,ผลกระทบจากการเปลี่ยนแปลงอัตราแลกเปลี่ยนของยอดคงเหลือ ในสกุลเงินตราต่างประเทศ,v7 AIS ชื่อถูกตัด 2 บรรทัด
CF_TRANSLATION,ผลต่างจากการแปลงค่างบการเงิน,v7 PTT
CF_TRANSLATION,ผลกระทบจากการแปลงค่างบการเงินที่เป็นเงินตราต่างประเทศ,v7 BBIK
CASH_RECLASS_HELD_FOR_SALE,เงินสดและรายการเทียบเท่าเงินสดที่ถูกจัดประเภทเป็นสินทรัพย์ที่ถือไว้เพื่อขาย,v7 PTT
CASH_BEGIN,เงินสดและรายการเทียบเท่าเงินสด ณ วันที่ 1 มกราคม,v7 AIS
CASH_END,เงินสดและรายการเทียบเท่าเงินสด ณ วันที่ 31 มีนาคม,v7 AIS
DIVIDEND_RECEIVED,กระแสเงินสดจากกิจกรรมลงทุน เงินปันผลรับ,v7 แยกจากรายได้เงินปันผลด้วยหัวข้อกลุ่ม
DIVIDEND_RECEIVED,กระแสเงินสดจากกิจกรรมลงทุน เงินสดรับจากเงินปันผล,v7
CASH_BEGIN,เงินสดและรายการเทียบเท่าเงินสด ณ 1 มกราคม,v7 CPF
CASH_END,เงินสดและรายการเทียบเท่าเงินสด ณ 31 มีนาคม,v7 CPF
CASH_BEGIN,เงินสดและรายการเทียบเท่าเงินสดต้นรอบระยะเวลา,v7 Thai-Stanley
CASH_END,เงินสดและรายการเทียบเท่าเงินสดปลายรอบระยะเวลา,v7 Thai-Stanley
CASH_FX_EFFECT,ผลกระทบของการเปลี่ยนแปลงอัตราแลกเปลี่ยน,v7 Thai-Stanley
CASH_END,เงินสดและรายการเทียบเท่าเงินสด ณ วันที่ 31 ธันวาคม,v7
CASH_BEGIN,เงินสดและรายการเทียบเท่าเงินสด ณ วันที่ 1 เมษายน,v7
CF_OPERATING,กระแสเงินสดสุทธิได้มาจากกิจกรรมดำเนินงาน,v7 BBIK
CF_OPERATING,เงินสดสุทธิได้มาจากกิจกรรมดำเนินงาน,v7 IIG
CF_INVESTING,กระแสเงินสดสุทธิใช้ไปในกิจกรรมลงทุน,v7 BBIK
CF_INVESTING,กระแสเงินสดสุทธิได้มาจากกิจกรรมลงทุน,v7
CF_FINANCING,กระแสเงินสดสุทธิใช้ไปในกิจกรรมจัดหาเงิน,v7 BBIK
CF_FINANCING,กระแสเงินสดสุทธิได้มาจากกิจกรรมจัดหาเงิน,v7
INTEREST_RECEIVED,เงินสดรับจากดอกเบี้ย,v7
INTEREST_RECEIVED,เงินสดรับจากดอกเบี้ยรับ,v7 IIG
DIVIDEND_RECEIVED,เงินสดรับจากเงินปันผลจากบริษัทย่อย,v7 BBIK
PROCEEDS_SALE_EQUIPMENT,เงินสดรับจากการขายอุปกรณ์,v7 MFEC
DIVIDEND_RECEIVABLE_ASSOCIATE,เงินปันผลค้างรับจากบริษัทร่วม,v7 MFEC
SHARE_SUBSCRIPTION_ADVANCE,เงินสดรับล่วงหน้าค่าหุ้น,v7 GABLE
PROCEEDS_CONVERTIBLE_DEBENTURE,เงินสดรับจากการออกหุ้นกู้แปลงสภาพ,v7 IIG
PROCEEDS_WARRANT_EXERCISE,เงินสดรับจากการออกหุ้นสามัญจากการใช้สิทธิใบสำคัญแสดงสิทธิการซื้อหุ้นสามัญ,v7 IIG
POST_EMPLOYMENT_BENEFIT_EXPENSE,ค่าใช้จ่ายผลประโยชน์พนักงานหลังออกจากงานและผลประโยชน์ระยะยาวอื่น,v7 BBIK
BANK_OVERDRAFT_BEGIN,เงินเบิกเกินบัญชีต้นปี,v7 IIG
BANK_OVERDRAFT_BEGIN,เงินเบิกเกินบัญชีต้นงวด,v7
CASH_FX_EFFECT,กำไรจากอัตราแลกเปลี่ยนของเงินสดและรายการเทียบเท่าเงินสด,v7 IIG
CASH_FX_EFFECT,ขาดทุนจากอัตราแลกเปลี่ยนของเงินสดและรายการเทียบเท่าเงินสด,v7
CASH_NET_CHANGE,เงินสดและรายการเทียบเท่าเงินสดลดลง - สุทธิ,v7 IIG
CASH_NET_CHANGE,เงินสดและรายการเทียบเท่าเงินสดเพิ่มขึ้น - สุทธิ,v7
BANK_CASH,เงินสด,v8 ธนาคาร
INTERBANK_ASSETS,รายการระหว่างธนาคารและตลาดเงินสุทธิ,v8
INTERBANK_ASSETS,รายการระหว่างธนาคารและตลาดเงินสุทธิ (สินทรัพย์),v8
FVTPL_ASSETS,สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,v8
DERIVATIVE_ASSETS,สินทรัพย์อนุพันธ์,v8
INVESTMENTS_NET,เงินลงทุนสุทธิ,v8
INVEST_SUB_ASSOC_JV,เงินลงทุนในบริษัทย่อย บริษัทร่วมและการร่วมค้าสุทธิ,v8
INVEST_SUB_ASSOC_JV,เงินลงทุนในบริษัทย่อยและบริษัทร่วมสุทธิ,v8
LOANS_NET,เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับสุทธิ,v8
FORECLOSED_ASSETS,ทรัพย์สินรอการขายสุทธิ,v8
PPE,ที่ดิน อาคารและอุปกรณ์สุทธิ,v8
GOODWILL_INTANGIBLES,ค่าความนิยมและสินทรัพย์ไม่มีตัวตนอื่นสุทธิ,v8
CSA_COLLATERAL,หลักประกันลูกหนี้ตามสัญญาเครดิตซัพพอร์ทแอนเน็กซ์,v8 KBank
OTHER_ASSETS_NET,สินทรัพย์อื่นสุทธิ,v8
DEPOSITS,เงินรับฝาก,v8
INTERBANK_LIAB,รายการระหว่างธนาคารและตลาดเงิน,v8
PAYABLE_ON_DEMAND,หนี้สินจ่ายคืนเมื่อทวงถาม,v8
FVTPL_LIAB,หนี้สินทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,v8
DERIVATIVE_LIAB,หนี้สินอนุพันธ์,v8
DEBT_ISSUED_BORROWINGS,ตราสารหนี้ที่ออกและเงินกู้ยืม,v8
PROVISIONS,ประมาณการหนี้สิน,v8
DEFERRED_TAX_LIAB,หนี้สินภาษีเงินได้รอการตัดบัญชี,v8
INSURANCE_CONTRACT_LIAB,หนี้สินจากสัญญาประกันภัย,v8
OTHER_LIAB,หนี้สินอื่น,v8
TREASURY_SHARE_RESERVE,สำรองหุ้นทุนซื้อคืน,v8 KBank
TREASURY_STOCK,หัก หุ้นทุนซื้อคืน,v8 KBank
EQUITY_PARENT,รวมส่วนของธนาคาร,v8 KBank
OWNERSHIP_CHANGE_RESERVE,ส่วนเกินจากการเปลี่ยนแปลงสัดส่วนการลงทุน/ส่วนได้เสียในบริษัทย่อย,v8 KBank
REGISTERED_CAPITAL_DESC,หุ้นสามัญ 3024682097 หุ้น มูลค่าหุ้นละ 10 บาท,v8 KBank ทุนจดทะเบียน
SHARE_CAPITAL_DESC,หุ้นสามัญ 2369327593 หุ้น มูลค่าหุ้นละ 10 บาท,v8 KBank ทุนที่ออกและชำระแล้ว
PROFIT_ATTRIB_NCI,การแบ่งปันกำไร (ขาดทุน) ส่วนได้เสียที่ไม่มีอำนาจควบคุม,v8 IIG (เดิมหลุดไปเป็น NCI ของงบฐานะการเงิน)
PROFIT_ATTRIB_NCI,การแบ่งปันกำไร ส่วนได้เสียที่ไม่มีอำนาจควบคุม,v8
SHARE_CAPITAL_DESC,ทุนที่ออกและชำระแล้ว หุ้นสามัญ 2369327593 หุ้น มูลค่าหุ้นละ 10 บาท,v9 KBank
DEFERRED_TAX_LIAB,หนี้สินภาษีเงินได้รอตัดบัญชี,v9 SCB สะกดสั้นกว่า
PREFERRED_SHARE_DESC,หุ้นบุริมสิทธิ 3579765555 หุ้น มูลค่าหุ้นละ 10 บาท,v9 SCB
PROFIT_BEFORE_WC_CHANGE,เงินสดได้มาจากการดำเนินงานก่อนการเปลี่ยนแปลงในสินทรัพย์และหนี้สินดำเนินงาน,v9 AIS (ยอดที่ 1 จาก 3)
CF_INVESTING,กระแสเงินสดสุทธิได้มาจาก (ใช้ไปใน) กิจกรรมลงทุน,v9 AIS
CF_FINANCING,กระแสเงินสดสุทธิได้มาจาก (ใช้ไปใน) กิจกรรมจัดหาเงิน,v9 AIS
IMPAIRMENT_AND_DISPOSAL_LOSS,ขาดทุนจากการด้อยค่า ขาดทุนจากการขายและตัดจำหน่ายสินทรัพย์,v9 AIS
RESTRICTED_DEPOSITS,เงินฝากธนาคารที่สามารถใช้เป็นการเฉพาะ,v9 AIS
INTEREST_INCOME_CF,ดอกเบี้ยรับ,v9 AIS (รายการปรับปรุงในงบกระแสเงินสด)
PROCEEDS_SALE_EQUIPMENT,เงินสดรับจากการจำหน่ายอุปกรณ์,v9 AIS
PROCEEDS_DEBENTURE,เงินสดรับจากหุ้นกู้ระยะยาว,v9 AIS
PROFIT_BEFORE_WC_CHANGE,เงินสดได้มาจากการดำเนินงานก่อนการเปลี่ยนแปลงในสินทรัพย์ และหนี้สินดำเนินงาน,v9 ชื่อถูกตัด 2 บรรทัด
INTEREST_EXPENSE,ค่าใช้จ่ายดอกเบี้ย,v10 ธนาคาร
NET_INTEREST_INCOME,รายได้ดอกเบี้ยสุทธิ,v10
FEE_INCOME,รายได้ค่าธรรมเนียมและบริการ,v10
FEE_EXPENSE,ค่าใช้จ่ายค่าธรรมเนียมและบริการ,v10
NET_FEE_INCOME,รายได้ค่าธรรมเนียมและบริการสุทธิ,v10
FVTPL_GAIN,กำไรสุทธิจากเครื่องมือทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,v10
INVESTMENT_GAIN,กำไรสุทธิจากเงินลงทุน,v10
SHARE_OF_PROFIT_ASSOCIATE,ส่วนแบ่งกำไรจากเงินลงทุนตามวิธีส่วนได้เสีย,v10 KBank
SHARE_OF_PROFIT_ASSOCIATE,ส่วนแบ่งกำไรจากเงินลงทุนในบริษัทร่วม,v10 SCB
INSURANCE_SERVICE_RESULT,ผลการดำเนินงานการบริการประกันภัย,v10 KBank
INSURANCE_FINANCE_EXPENSE,ค่าใช้จ่ายทางการเงินจากการประกันภัยสุทธิ,v10 KBank
INVESTMENT_COMPENSATION_INCOME,รายได้จากค่าชดเชยมูลค่าเงินลงทุน,v10 KBank
TOTAL_OPERATING_INCOME,รวมรายได้จากการดำเนินงาน,v10
TOTAL_OPERATING_INCOME_NET,รวมรายได้จากการดำเนินงานสุทธิ,v10
EMPLOYEE_EXPENSE,ค่าใช้จ่ายเกี่ยวกับพนักงาน,v10
DIRECTOR_REMUNERATION,ค่าตอบแทนกรรมการ,v10
PREMISES_EQUIPMENT_EXPENSE,ค่าใช้จ่ายเกี่ยวกับอาคาร สถานที่และอุปกรณ์,v10
TOTAL_OTHER_OPERATING_EXPENSES,รวมค่าใช้จ่ายจากการดำเนินงานอื่น ๆ,v10
TOTAL_OTHER_OPERATING_EXPENSES,รวมค่าใช้จ่ายจากการดำเนินงานอื่นๆ,v10
EPS,กำไรต่อหุ้นขั้นพื้นฐาน (บาท),v10 ธนาคาร
OCI_FVOCI_DEBT,กำไร (ขาดทุน) จากการวัดมูลค่าเงินลงทุนในตราสารหนี้ด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,v10
OCI_FVOCI_EQUITY,กำไรจากเงินลงทุนในตราสารทุนที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,v10 SCB
OCI_CASHFLOW_HEDGE,กำไร (ขาดทุน) จากการวัดมูลค่ายุติธรรมเครื่องมือที่ใช้สำหรับการป้องกันความเสี่ยงในกระแสเงินสด,v10 KBank
OCI_FX_TRANSLATION,กำไร (ขาดทุน) จากการแปลงค่างบการเงินจากการดำเนินงานในต่างประเทศ,v10
ACTUARIAL_GAIN,กำไร (ขาดทุน) จากการประมาณการตามหลักคณิตศาสตร์ประกันภัยสำหรับโครงการผลประโยชน์ของพนักงาน,v10 SCB
OCI_TAX,ภาษีเงินได้เกี่ยวกับองค์ประกอบของกำไรขาดทุนเบ็ดเสร็จอื่นสำหรับรายการที่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,v10 SCB
OCI_TOTAL,รวมกำไรขาดทุนเบ็ดเสร็จอื่นสุทธิ,v10 KBank
OCI_TOTAL,รวมกำไรขาดทุนเบ็ดเสร็จอื่นสุทธิจากภาษี,v10 SCB
TOTAL_COMPREHENSIVE_INCOME,กำไรขาดทุนเบ็ดเสร็จรวม,v10 SCB
SE_OPENING,ยอดคงเหลือ ณ วันที่ 1 มกราคม,v11 งบแสดงการเปลี่ยนแปลงส่วนของเจ้าของ
SE_CLOSING,ยอดคงเหลือ ณ วันที่ 31 มีนาคม,v11
SE_SHARE_BASED,การจ่ายโดยใช้หุ้นเป็นเกณฑ์,v11
SE_DIVIDEND,เงินปันผลจ่าย,v11
SE_DIVIDEND,จ่ายเงินปันผล,v11
SE_PROFIT,กำไร (ขาดทุน),v12 SAT
SE_PROFIT,ขาดทุน,v12 SAT (งบเฉพาะกิจการ)
SE_PROFIT,กำไร,v12
SE_OCI,กำไร (ขาดทุน) เบ็ดเสร็จอื่น,v12 SAT
SE_OCI,ขาดทุนเบ็ดเสร็จอื่น,v12 SAT (งบเฉพาะกิจการ)
SE_OCI,กำไรเบ็ดเสร็จอื่น,v12
SE_TCI,รวมกำไร (ขาดทุน) เบ็ดเสร็จสำหรับงวด,v12 SAT
SE_TCI,รวมขาดทุนเบ็ดเสร็จสำหรับงวด,v12 SAT (งบเฉพาะกิจการ)
SE_TCI,รวมกำไรเบ็ดเสร็จสำหรับงวด,v12
SE_CHANGE_TOTAL,รวมการเปลี่ยนแปลงในส่วนของผู้ถือหุ้น,v12 BBIK
SE_SHARE_SUBSCRIPTION,เงินรับล่วงหน้าค่าหุ้นจากการใช้สิทธิใบสำคัญแสดงสิทธิในบริษัทย่อย,v12 GABLE
SE_DIVIDEND_TO_NCI,บริษัทย่อยจ่ายเงินปันผลให้ผู้มีส่วนได้เสียที่ไม่มีอำนาจควบคุม,v12 MFEC
SE_NCI_INCREASE,ส่วนของผู้มีส่วนได้เสียที่ไม่มีอำนาจควบคุมจากการลงทุนในบริษัทย่อยเพิ่มขึ้น,v12 MFEC
SE_HEDGE_TO_WIP,โอนสำรองสำหรับการป้องกันความเสี่ยงในกระแสเงินสดไปยังต้นทุนงานระหว่างทำ,v12 MFEC
SE_HEDGE_TO_PL,โอนสำรองสำหรับการป้องกันความเสี่ยงในกระแสเงินสดที่โอนไปยังกำไรหรือขาดทุน,v12 MFEC
BANK_OVERDRAFT,เงินเบิกเกินบัญชี,v13 งบฐานะการเงิน (หนี้สิน)
BANK_OVERDRAFT_IN_CASH,ประกอบด้วย เงินเบิกเกินบัญชี,v13 CPF บล็อกกระทบยอดท้ายงบกระแสเงินสด
BANK_OVERDRAFT_IN_CASH,เงินสดและรายการเทียบเท่าเงินสดในงบกระแสเงินสด ประกอบด้วย เงินเบิกเกินบัญชี,v13 IIG
